品番,本社,,
S10-ZBRW503-3,受注製品,,
S10-ZBRW503-15,受注製品,,
S10-ZBRW503,受注製品,,
S10-ZBLU655-3,受注製品,,
S10-ZBLK9800-3-EZ,受注製品,,
S10-ZBLK9800-3-EX,受注製品,,
S10-ZBLK808-3-EX,受注製品,,
S10-ZBLK808-3-EX,受注製品,,
S10-ZBLK808-3,受注製品,,
S10-ZBLK807-3,受注製品,,
S10-ZBLK807-15,受注製品,,
S10-ZBLK807,受注製品,,
S10-ZBLK805-3,受注製品,,
S10-ZBLK805-15,受注製品,,
S10-ZBLK805,受注製品,,
S10-TR-7-15,受注製品,,
S10-TR-7,受注製品,,
S10-TPL3529,受注製品,,
S10-TEA,受注製品,,
S10-TA10P5-4,受注製品,,
S10-TA10P5-4,受注製品,,
S10-TA10P5-3-EX,受注製品,,
S10-TA10P5-3-EX,受注製品,,
S10-TA10P5,受注製品,,
S10-TA10P5,受注製品,,
S10-T17P2-4,受注製品,,
S10-T17P2,受注製品,,
S10-T100,受注製品,,
S10-SN-P,受注製品,,
S10-SIRIKON-PM-EX,受注製品,,
S10-SIRIKON-PM-EX,受注製品,,
S10-SIRIKON-PM,受注製品,,
S10-SIRIKON-4-PM,受注製品,,
S10-SIRIKON-1-PM,受注製品,,
S10-SAMPLE,受注製品,,
S10-R140,受注製品,,
S10-P2Y-EX,受注製品,,
S10-P2Y,見込み製品,,
S10-P2Y,受注製品,,
S10-P2-R-EX,受注製品,,
S10-P2-R-EX,受注製品,,
S10-P2-EX,受注製品,,
S10-P2-EX,受注製品,,
S10-P2-4-EX,受注製品,,
S10-P2-4,受注製品,,
S10-P2-1,受注製品,,
S10-P2,受注製品,,
S10-P2,受注製品,,
S10-NP140V,受注製品,,
S10-NP140T,受注製品,,
S10-KS042WHT01-EX,受注製品,,
S10-KS042BLK91-EX,受注製品,,
S10-KBT025MB-T,受注製品,,
S10-KBT025BG-T,受注製品,,
S10-HYEL375-3,受注製品,,
S10-HYEL375-15,受注製品,,
S10-HYEL375,受注製品,,
S10-HYEL306-3,受注製品,,
S10-HYEL306-3,受注製品,,
S10-HYEL302-3,受注製品,,
S10-HYEL302-15,受注製品,,
S10-HWHT050-3,受注製品,,
S10-HVIO701-3,受注製品,,
S10-HVIO701-15,受注製品,,
S10-HRED152-3,受注製品,,
S10-HRED152-15,受注製品,,
S10-HRED152,受注製品,,
S10-HRED105-3,受注製品,,
S10-HRED105-15,受注製品,,
S10-HRED105,受注製品,,
S10-HRED101-3,受注製品,,
S10-HRED101-15,受注製品,,
S10-HORA201-3,受注製品,,
S10-HORA201-15,受注製品,,
S10-HMAG111-3,受注製品,,
S10-HMAG111-15,受注製品,,
S10-HGRE403-3,受注製品,,
S10-HGRE402-3,受注製品,,
S10-HBRW504-3,受注製品,,
S10-HBRW504-15,受注製品,,
S10-HBRW504,受注製品,,
S10-HBRW503-3,受注製品,,
S10-HBRW503-15,受注製品,,
S10-HBRW503,受注製品,,
S10-HBLUE663-3,受注製品,,
S10-HBLUE651-3,受注製品,,
S10-HBLU680-EX,受注製品,,
S10-HBLU680-EX,受注製品,,
S10-HBLU680-3,受注製品,,
S10-HBLU680-15-EX,受注製品,,
S10-HBLU680-15,受注製品,,
S10-HBLU663-3,受注製品,,
S10-HBLU651-3,受注製品,,
S10-HBLK805-3,受注製品,,
S10-HBLK805-15,受注製品,,
S10-HBLK805,受注製品,,
S10-HBLK803-3,受注製品,,
S10-HBLK803-3,受注製品,,
S10-HBLK803-15,受注製品,,
S10-HBLK803,受注製品,,
S10-GYEL306-3,受注製品,,
S10-GWHT050-3,受注製品,,
S10-GVIO701-3,受注製品,,
S10-GRED105-3,受注製品,,
S10-GRED101-3,受注製品,,
S10-GMAG111-3,受注製品,,
S10-GGRE403-3,受注製品,,
S10-GE-650,受注製品,,
S10-GBLU680-3,受注製品,,
S10-GBLU660-3,受注製品,,
S10-GBLK805-3,受注製品,,
S10-G2000,受注製品,,
S10-FB,受注製品,,
S10-FA341-15-EX,受注製品,,
S10-FA341-15-EX,受注製品,,
S10-FA341-15,受注製品,,
S10-FA341-15,受注製品,,
S10-FA341,受注製品,,
S10-FA341,受注製品,,
S10-E-C,見込み製品,,
S10-E-C,受注製品,,
S10-DIBK,受注製品,,
S10-BRW503-15,受注製品,,
S10-BLK91-16,受注製品,,
S10-BLK91,受注製品,,
S10-BLK91,受注製品,,
S10-BLK803-15,受注製品,,
S6-UV2300-U-EX,受注製品,,
S6-UV382TNF-T-EX,受注製品,,
S1-X80N-U-EX,受注製品,,
S5-FK2KBL10K-4-T,受注製品,,
S6-UV2300-U-EX,受注製品,,
S6-UV382TNF-T-EX,受注製品,,
S5-FK2KBL02-T,受注製品,,
S5-FK2KBL05-T,受注製品,,
S5-FK2KBL-15-T,受注製品,,
S5-FK2KBL30-T-EX,受注製品,,
S5-FK2KBL3-17-T-EX,受注製品,,
S5-FK2KBL-T,受注製品,,
S5-FK2KBL-T-EX,受注製品,,
S5-RT186BL15-T,受注製品,,
S5-RT186BL5-T,受注製品,,
S6-UVT06TKSM-T,受注製品,,
S10-TNK500-3-EX,受注製品,,
S10-TNK500-4,受注製品,,
S10-TYL-EX,受注製品,,
S15-3300G-Y36,受注製品,,
S6-UVT06TKORA-T,受注製品,,
S6-UV2300L-U,見込み製品,1/30更新,
S15-ST32COP-58,受注製品,,
S15-ST32PNK-47,受注製品,2/28更新,
S9-UL300-L,受注製品,,
S0-N10RAKA-TH,受注製品,,
S4-AS621B-U,受注製品,3/30更新,
S8-KU6-U,受注製品,,
S6-UVT06TK-T,受注製品,,
S6-UV2300L-U-EX,受注製品,4/27更新,
S6-SV3800M-U-R-EX,受注製品,5/31更新,
S10-P3,受注製品,,
S15-ST32G-F015,受注製品,6/29更新,
S15-ST32BUB-1,受注製品,,
S6-UV782TPS-T,受注製品,7/31更新,
S6-UV270V-U-R-EX,受注製品,,
S6-UV382FFS-T-R-EX,受注製品,,
S15-UT210NG-N80,受注製品,8/31更新,
S4-SR001A-U-R-EX,受注製品,,
S4-SR001B-U-R-EX,受注製品,,
S7-STM-TH-R-EX,受注製品,,
S10-ZWHT051-3,受注製品,,
S6-UV270V-U-R-EX,受注製品,,
S6-UV382FFS-T-R-EX,受注製品,,
S4-KS042A-U,受注製品,9/28更新,
S15-UT210N-BLK-100,受注製品,,20181030
S15-UT210N-GRE-110,受注製品,,20181030
S15-UT210N-PNK-48,受注製品,,20181030
S4-BS421ABLK-4-U,受注製品,,20181030
S5-RT320HNVBL-T-R-EX,受注製品,,20181018
S6-UV38BS-U,受注製品,10/31更新,20181015
S6-CTS001-T,受注製品,,20181121
S8-3300-CL,受注製品,,20181123
S10-ZWHT051-3-EX,受注製品,11/30更新,20181129
S15-ST32G-Z510,受注製品,,20181211
S15-UT210NG-N81,受注製品,12/28更新,20181204
S10-ZYEL311-3,受注製品,1/31更新,20190122
S15-ST32ORG-1-EX,受注製品,,20190205
S15-ST32ORG-1-R-EX,受注製品,,20190205
S15-ST32ORG1-R-EX,受注製品,,20190211
S6-UVPP81-U,受注製品,,20190214
S15-UT210NG-N82,受注製品,,20190219
S6-UVZ01F-U,受注製品,,20190220
S6-UV270A-U,受注製品,2/28更新,20190221
S9-UL200-L-R-EX,受注製品,,20190304
S4-PP653A-U-R-EX,受注製品,,20190305
S4-PP653B-U-R-EX,受注製品,,20190305
S4-PP653C-U-R-EX,受注製品,,20190305
S5-RT175K-T-R-EX,受注製品,,20190305
S6-UVT06TK3-T,受注製品,,20190305
S9-U330-TH-R-EX-SAL,受注製品,,20190305
S15-ST32BLK-100,受注製品,,20190308
S15-ST32BLK-101,受注製品,,20190308
S5-RT320-T-R-EX-THI,受注製品,,20190312
S15-ST32GRE-20-R-EX,受注製品,,20190313
S5-RT240RBLU3-T-R-EX,受注製品,3/29更新,20190321
S15-ST32COP-59,受注製品,,20190426
S4-SU100HA2-U-R-EX-T,受注製品,,20190426
S4-SU100HB-U-R-EX-T,受注製品,,20190426
S11-PPA300B-U-EX,受注製品,,20190424
S4-PC760B-U-EX,受注製品,,20190424
S11-PPA300A-U-R-EX,受注製品,,20190423
S3-BP130-U-R-EX,受注製品,,20190423
S3-FG4000-U-R-EX,受注製品,,20190423
S4-AAS100A-U-R-EX,受注製品,,20190423
S4-AAS100B-U-R-EX,受注製品,,20190423
S4-PC760A-U-R-EX,受注製品,,20190423
S4-PC760C-U-R-EX,受注製品,,20190423
S6-UVPP90-U,受注製品,,20190423
S7-TM450A-CL-R-EX,受注製品,,20190423
S7-TM450B-M-R-EX,受注製品,,20190423
S10-BLK91-3,受注製品,,20190422
S10-WHT01-3,受注製品,,20190422
S7-PRAK-M-R-EX,受注製品,,20190417
S11-KHU3A-U,廃番,,20190415
S11-KHU3A-U-EX,廃番,,20190415
S11-KHU3B-U,廃番,,20190415
S11-KHU3B-U-EX,廃番,,20190415
S11-KHU-3KA15-U-EX,廃番,,20190415
S11-PS70-T,廃番,,20190415
S11-UVC3-CL-EX,廃番,,20190415
S11-UVC3-TNK-EX,廃番,,20190415
S2-ST32-4-T,廃番,,20190415
S3-FG3000-U-EX,廃番,,20190415
S3-FG4000-U,廃番,,20190415
S3-N404K2-U-15-EX,廃番,,20190415
S3-N404-U,廃番,,20190415
S3-STH501M-U-EX,廃番,,20190415
S4-K560B-4-U-EX,廃番,,20190415
S4-K706CLK2A-U,廃番,,20190415
S4-K706GRA-U,廃番,,20190415
S4-K706GRB-U,廃番,,20190415
S4-K706GRC-U,廃番,,20190415
S4-K706GRNA-U,廃番,,20190415
S4-K706WHA-U,廃番,,20190415
S5-RT160-T-EX,廃番,,20190415
S5-RT186-T-EX,廃番,,20190415
S5-RT240R-4-T-EX,廃番,,20190415
S5-RT240R-T-EX,廃番,,20190415
S5-RT35M-T-EX,廃番,,20190415
S5-RT400-1-T,受注製品,,20190415
S5-RT45-T-EX,廃番,,20190415
S6-SV3400-1-U,廃番,,20190415
S6-SV3400-U,廃番,,20190415
S6-SV35002-5050-1-U,廃番,,20190415
S6-SV35002-5050-U,廃番,,20190415
S6-SV3500-2A-U-EX,廃番,,20190415
S6-SV3500-2B-U-EX,廃番,,20190415
S6-SV35002K-1-U,廃番,,20190415
S6-SV35002K-U,廃番,,20190415
S6-SV35002R-U,廃番,,20190415
S6-SV35002-U,廃番,,20190415
S6-SV3700-1-U,廃番,,20190415
S6-SV3700-U,廃番,,20190415
S6-SV38LC-U,廃番,,20190415
S6-SV40HV-1-U,廃番,,20190415
S6-SV40HV-U,廃番,,20190415
S6-SV4500-U,廃番,,20190415
S6-SV5000K-U,廃番,,20190415
S6-SV5000-U,廃番,,20190415
S6-SV9000A-1-U-EX,廃番,,20190415
S6-SV9000B-1-U-EX,廃番,,20190415
S6-SV-PET-C-U,廃番,,20190415
S6-UV23R-U-EX,廃番,,20190415
S6-UV23TNK-EX,廃番,,20190415
S6-UV253-1-U,廃番,,20190415
S6-UV253-U-EX,廃番,,20190415
S6-UV361A-U-EX,廃番,,20190415
S6-UV361B-U-EX,廃番,,20190415
S6-UV361HNV-U,廃番,,20190415
S6-UV87TNK-4.1,廃番,,20190415
S7-STM2-M-EX,廃番,,20190415
S7-STM30T1-4-M-EX,廃番,,20190415
S7-STM3-4-M,廃番,,20190415
S8-5100-4-CL,廃番,,20190415
S8-5100M-4-CL,廃番,,20190415
S9-AL910-4-L,廃番,,20190415
S9-AL910-L,廃番,,20190415
S9-PR-SK-TH,廃番,,20190415
S9-SV3800-1-TH,廃番,,20190415
S9-SV3800-TH,廃番,,20190415
S9-SV3800-TH-1,廃番,,20190415
S9-T400-TH,廃番,,20190415
S9-T410-TH,廃番,,20190415
S9-T430-TH,廃番,,20190415
S9-TL420-L,廃番,,20190415
S9-U100-TH-EX,廃番,,20190415
S9-U110-TH,廃番,,20190415
S9-U120-TH,廃番,,20190415
S9-U210-TH,廃番,,20190415
S9-U310-TH,廃番,,20190415
S9-U320-1-TH,廃番,,20190415
S9-U330-1-TH,廃番,,20190415
S9-U330-4-TH,廃番,,20190415
S5-ELTRAM1-4-T,受注製品,,20190411
S6-ELTRAT2-4-T,受注製品,,20190411
S6-ELTRAU4-4-U,受注製品,,20190411
S3-BP90-U-R-EX,受注製品,,20190409
S5-ELTRAM1-T,受注製品,,20190403
S6-ELTRAT2-T,受注製品,,20190403
S6-ELTRAU4-U,受注製品,,20190403
S2-ST32-T-R-EX,受注製品,4/30更新,
S7-STM40T1-M-R-EX,受注製品,5/30更新,20190529
S15-UT210N-GVIO-1,受注製品,,20190607
S15-UT210N-BRW-148,受注製品,,20190611
S15-UT210NG-N83,受注製品,,20190611
S6-CUP04-U,受注製品,,20190620
S11-PSY50URB-U-R-EX,受注製品,,20190625
S11-PSY50URCA-U-R-EX,受注製品,6/28更新,20190625
S11-PSY50URA-U-R-EX,受注製品,,20190704
S3-STH350B-U-R-EX,受注製品,,20190704
S3-STH350CHA-U-R-EX,受注製品,,20190704
S3-STH350NA-U-R-EX,受注製品,,20190704
S3-STH380A-U-R-EX,受注製品,,20190704
S3-STH380B-U-R-EX,受注製品,,20190704
S4-SU100A-U-R-EX,受注製品,,20190704
S4-SU100B-U-R-EX,受注製品,,20190704
S4-SU930A-U-R-EX,受注製品,,20190704
S4-SU930B-U-R-EX,受注製品,,20190704
S5-RT130-T-R-EX,受注製品,,20190704
S6-SV3400A-U-R-EX,受注製品,,20190704
S6-SV3400B-U-R-EX,受注製品,,20190704
S6-SV3800A-U-R-EX,受注製品,,20190704
S6-SV3800B-U-R-EX,受注製品,,20190704
S6-SV3800LA-U-R-EX,受注製品,,20190704
S6-SV3800LB-U-R-EX,受注製品,,20190704
S6-SV9000A-U-R-EX,受注製品,,20190704
S6-SV9000B-U-R-EX,受注製品,,20190704
S7-STM10-CL-R-EX,受注製品,,20190704
S7-STM10-TH-R-EX,受注製品,,20190704
S7-STM1-M-R-EX,受注製品,,20190704
S7-STM1N-CL-R-EX,受注製品,,20190704
S7-STM2-CL-R-EX,受注製品,,20190704
S7-STM30T1CH-TH-R-EX,受注製品,,20190704
S7-STM30T2CH-CL-R-EX,受注製品,,20190704
S7-STM30T2-CL-R-EX,受注製品,,20190704
S9-SU930-TH-R-EX,受注製品,,20190704
S9-SV3800TH-R-EX,受注製品,,20190704
S9-URP-TH-R-EX,受注製品,,20190704
S15-UT210NG-N84,受注製品,,20190703
S4-SU100HA2-U-R-EX-G,受注製品,,20190708
S4-SU100HB-U-R-EX-G,受注製品,,20190708
S9-U345-TH-R-EX-G,受注製品,,20190708
S0-GUN-IM-1,受注製品,,20190711
S6-UVPP91-U,受注製品,7/31更新,20190718
S15-RT48G-E11,受注製品,,20190809
S15-RT48G-N216,受注製品,,20190809
S6-UV279-U,受注製品,8/31更新,20190821
S6-UV901K-U,受注製品,,20190906
S9-SU930-TH-EX,受注製品,,20190906
S5-MT001-T,受注製品,,20190909
S15-ST32NPAG-X212,受注製品,9/30更新,20190917
S3-FG3000-U,見込み製品,,20191019
S10-P4-R-EX,受注製品,10/31更新,20191017
S10-HBLU660-3,受注製品,,20191114
S4-PC760KA-U,受注製品,,20191120
S4-PC760KB-U,受注製品,,20191120
S4-PC760KC-U,受注製品,,20191120
S6-UV9135-U,受注製品,,20191121
S15-ST32G-C414,受注製品,,20191125
S6-CTB006-T,受注製品,,20191128
S6-UV9237-U,受注製品,,20191128
S1-AS5TK-U-R-EX,受注製品,,
S4-BS421B-U-R-EX,受注製品,,
S4-BS421A-U-R-EX,受注製品,11/29更新,
S6-UV435-U,受注製品,,20191216
S7-TM400CH-M-R-EX,受注製品,1/6更新,20191204
S3-STR120-U-R-EX-THI,受注製品,,20200130
S7-STM30T1-CL-R-EX-T,受注製品,1/31更新,20200130
S11-KHT2-T-R-EX,受注製品,,20200207
S11-PPS200-U-R-EX,受注製品,,20200207
S11-PT04A-T-R-EX,受注製品,,20200207
S11-PT04B-T-R-EX,受注製品,,20200207
S11-PT04S-T-R-EX,受注製品,,20200207
S3-FK13SKA-U-R-EX,受注製品,,20200207
S3-FK13SKB-U-R-EX,受注製品,,20200207
S3-KT3A-U-R-EX,受注製品,,20200207
S3-KT3B-U-R-EX,受注製品,,20200207
S3-KT3C-U-R-EX,受注製品,,20200207
S3-N404K2A-U-R-EX,受注製品,,20200207
S3-N404K2B-U-R-EX,受注製品,,20200207
S3-N404K2-U-R-EX,受注製品,,20200207
S4-AASA-U-R-EX,受注製品,,20200207
S4-AASB-U-R-EX,受注製品,,20200207
S4-K706CLA-U-R-EX,受注製品,,20200207
S4-K706CLC-U-R-EX,受注製品,,20200207
S4-K706CLKA-U-R-EX,受注製品,,20200207
S4-K706CLKC-U-R-EX,受注製品,,20200207
S4-KS042A-U-R-EX,受注製品,,20200207
S4-KS042B-U-R-EX,受注製品,,20200207
S4-PPR82-3A-U-R-EX,受注製品,,20200207
S4-PPR82-3B-U-R-EX,受注製品,,20200207
S4-PPR82-3C-U-R-EX,受注製品,,20200207
S5-593P-T-R-EX,受注製品,,20200207
S5-FK2K1-T-R-EX,受注製品,,20200207
S5-FK2K-T-R-EX,受注製品,,20200207
S5-RT186-14-T-R-EX,受注製品,,20200210
S6-UV405A-U-R-EX,受注製品,,20200210
S6-UV405B-U-R-EX,受注製品,,20200210
S6-UV505A-U-R-EX,受注製品,,20200210
S6-UV505B-U-R-EX,受注製品,,20200210
S6-UV505K2A-U-R-EX,受注製品,,20200210
S6-UV505K2B-U-R-EX,受注製品,,20200210
S6-UV542BBA-U-R-EX,受注製品,,20200210
S6-UV542BBB-U-R-EX,受注製品,,20200210
S7-A-M15-R-EX,受注製品,,20200210
S7-B-M-R-EX,受注製品,,20200210
S7-C-M-R-EX,受注製品,,20200210
S7-PRSKA-CL-R-EX,受注製品,,20200210
S7-PRSKB-M-R-EX,受注製品,,20200210
S9-U320-TH-R-EX,受注製品,,20200210
S9-UL100-L-R-EX,受注製品,,20200210
S11-KHU3K3A-U-R-EX,受注製品,,20200211
S15-RT48BLK-5,受注製品,,20200211
S15-RT48BLK-99,受注製品,,20200211
S15-RT48BRW-140,受注製品,,20200211
S15-RT48CHR-13,受注製品,,20200211
S15-RT48G-B619,受注製品,,20200211
S15-RT48G-E508,受注製品,,20200211
S15-RT48RED-20,受注製品,,20200211
S5-RT48G-B619,受注製品,,20200211
S15-ST32G-B019TK,受注製品,,20200220
S2-SENRY-3-BRW-1,受注製品,,20200221
S7-PRAK-4-M,受注製品,,20200224
S6-CTB004-T,受注製品,2/28更新,20200225
S5-RT186BL05K-T-R-EX,受注製品,,20200312
S4-PP653B-U-R-EX-SAL,受注製品,,20200313
S4-PP653C-U-R-EX-SAL,受注製品,,20200313
S11-KHU3K3A-U-R-EX-K,受注製品,,20200324
S11-KHU3K3B-U-EX-KCZ,受注製品,,20200324
S11-PT04S-T-R-EX-KCZ,受注製品,,20200324
S9-U320-TH-R-EX-KCZ,受注製品,,20200324
S10-SPC100A,受注製品,,20200331
S10-SPC100A-17,受注製品,,20200331
S10-SPC100A-4,受注製品,,20200331
S10-SPC100B,受注製品,,20200331
S10-SPC100B-02,受注製品,,20200331
S10-SPC100B-1,受注製品,,20200331
S10-SPC100B-1K,受注製品,3/31更新,20200331
S15-RT48BLK-101,受注製品,5/7更新,20200424
S4-BS421ABLKSD-4-U,受注製品,5/7更新,20200518
S11-PPA300A-U,受注製品,5/7更新,20200526
S11-PPA300B-U,受注製品,5/7更新,20200526
S11-RT500-T,受注製品,6/1更新,20200526
S1-FPA3K-U-R-EX,受注製品,6/1更新,
S7-PRSKA-CL-R-EX-ENG,受注製品,6/30更新,20200618
S7-PRSKB-M-R-EX-ENG,受注製品,6/30更新,20200618
S7-MP003PSL-M,受注製品,6/30更新,20200625
S9-MP003-TH,受注製品,6/30更新,20200625
S2-ST32NPAK-T,受注製品,7/31更新,20200731
S3-N404K3-U-R-EX,受注製品,7/31更新,20200727
S15-ST32G-D710,受注製品,7/31更新,20200715
GS-UL430-L,受注製品,7/31更新,20200702
S9-UL430-L,受注製品,7/31更新,20200701
S1-AS5-CL-R-EX,受注製品,7/31更新,
S15-ST32NPAKG-E11,受注製品,8/31更新,20200826
S15-ST32NPAKG-N216,受注製品,8/31更新,20200826
S11-PSY50URVA-U-R-EX,受注製品,8/31更新,20200819
S11-PSY50URVB-U-R-EX,受注製品,8/31更新,20200819
S3-STH350VCA-U-R-EX,受注製品,8/31更新,20200819
S3-STH350VCB-U-R-EX,受注製品,8/31更新,20200819
S3-STR120VC-U-R-EX,受注製品,8/31更新,20200819
S7-STM30T2VC-CL-R-EX,受注製品,8/31更新,20200819
S15-UT210NG-N85,受注製品,8/31更新,20200806
S8-KD-DBR,受注製品,8/31更新,20200806
S8-KD-LBR,受注製品,8/31更新,20200806
S8-KD-TBR,受注製品,8/31更新,20200806
S15-ST32NPAKG-C916,受注製品,8/31更新,20200804
