事業所コード,相手先コード１,相手先名称１,郵便番号１,郵便番号２,住所１,ﾄｰﾙ距離,ﾄｰﾙ中継回数,ﾄｰﾙ行く行かない,新潟距離,新潟中継回数,新潟行く行かない,ｹｲﾋﾝ,顧客指定運送屋,輸出向先,得意先コード,納入先コード,久留米距離
1,T0011,東新油脂株式会社,123,0851,東京都足立区梅田５－１４－１１,50,0,,100,0,,-,無し,,T0011,,-
2,T0015,株式会社富士商事,271,0068,千葉県松戸市古ヶ崎４－３５６７,50,0,,100,0,,-,無し,,T0015,,-
3,T0015,有限会社　飯田塗料,135,0002,東京都江東区住吉1-14-6,50,0,,100,0,,-,無し,,T0015,H042,-
4,T0015,株式会社　影山鍍金工業所,131,0043,東京都墨田区立花１－１１－７,50,0,,100,0,,-,無し,,T0015,H043,-
5,T0015,白電工熱株式会社,341,0037,埼玉県三郷市高洲２－８－２,50,0,,100,0,,-,無し,,T0015,H094,-
6,T0015,松沢鍍金工業,131,0031,東京都墨田区墨田４－４３－１２,50,0,,100,0,,-,無し,,T0015,H111,-
7,T0015,有限会社　渡辺塗装,133,0043,東京都江戸川区松本２－３７－２１,50,0,,100,0,,-,無し,,T0015,H129,-
8,T0020,旭真空株式会社,311,1537,茨城県鉾田市紅葉６９３,130,0,,112,1,,-,新潟,,T0020,,-
9,T0020,ノグチ真空株式会社,311,2215,茨城県鹿嶋市和３６８,130,0,,72,0,,-,ﾄｰﾙ,,T0020,H093,-
10,T0020,株式会社　大友製作所　高萩工場,318,0023,茨城県高萩市島名１６４５,200,1,,176,1,,-,無し,,T0020,H165,-
11,T0020,川口真空株式会社,300,2724,茨城県常総市古間木１７５３－５,50,0,,100,0,,-,新潟,,T0020,H181,-
12,T0020,株式会社　シーズ,321,0202,栃木県下都賀郡壬生町,170,0,,156,1,,-,無し,,T0020,H187,-
13,T0050,伊坂化成株式会社　本社,420,0068,静岡県静岡市葵区田町３－９２－３,200,0,,193,0,,-,無し,,T0050,,-
14,T0050,伊坂化成株式会社　藤枝,426,0003,静岡県藤枝市下当間２０２－５,200,0,,230,0,,藤枝,無し,,T0050,H071,-
15,T0050,旭真空株式会社,311,1537,茨城県鉾田市紅葉６９３,130,0,,112,1,,-,新潟,,T0050,H131,-
16,T0050,伊坂化成㈱　藤枝支店,426,0003,静岡県藤枝市下当間２０２－５,250,0,,230,0,,藤枝,無し,y,T0050,KEL01,-
17,T0050,鈴与メタノールセンター,424,0031,静岡県静岡市清水区横砂字若松2252-13,200,0,,193,0,,静岡,無し,y,T0050,KEL02,-
18,T0050,日本通運航空,422,8036,静岡県静岡市駿河区敷地2丁目7番20号,200,0,,193,0,,静岡,無し,y,T0050,KEL03,-
19,T0050,日本通運㈱静岡航空支店,420,0922,静岡県静岡市葵区流通センター8番7号,200,0,,193,0,,静岡,無し,y,T0050,KEL04,-
20,T0050,鈴与㈱袖師埠頭事業部　ﾒﾀﾉｰﾙｾﾝﾀｰ事務所,424,0031,静岡県静岡市清水区横砂字若松２２５２－１３,200,0,,193,0,,静岡,無し,y,T0050,TAD02,-
21,T0060,伊坂化成株式会社　藤枝,426,0003,静岡県藤枝市下当間２０２－５,200,0,,230,0,,藤枝,無し,,T0060,,-
22,T0060,有限会社　吉田技研,421,0303,静岡県榛原郡吉田町片岡９６６－１,250,0,,230,0,,-,無し,,T0060,H006,-
23,T0060,三栄産業株式会社,222,0001,神奈川県横浜市港北区樽町４－１８－３０,50,0,,120,0,,-,無し,,T0060,H031,-
24,T0060,株式会社　タミヤ　購買部,422,8021,静岡県静岡市駿河区小鹿1丁目63番地20号,200,0,,193,0,,-,無し,,T0060,H033,-
25,T0060,美光産業株式会社,421,1121,静岡県藤枝市岡部町岡部２２０９－１８,200,0,,230,0,,-,無し,,T0060,H047,-
26,T0060,富士産業株式会社,421,0412,静岡県牧ノ原市坂部３２２８番地,250,0,,280,1,,-,無し,,T0060,H048,-
27,T0060,株式会社　不二蒸着,421,0302,静岡県榛原郡吉田町川尻９６５－３,250,0,,230,0,,-,無し,,T0060,H057,-
28,T0060,肥田電器株式会社,437,0001,静岡県袋井市山田８８５－１,300,0,,245,0,,-,無し,,T0060,H058,-
29,T0060,株式会社　光輝社 焼津製作所,425,0087,静岡県焼津市保福島５６９,200,0,,230,0,,-,新潟,,T0060,H063,-
30,T0060,トモノ産業株式会社,422,8063,静岡県静岡市駿河区馬渕１丁目１３－３２,200,0,,193,0,,-,無し,,T0060,H077,-
31,T0060,株式会社　西井塗料産業,830,0048,福岡県久留米市梅満町１７１３－７,1200,0,,1254,1,-,-,無し,,T0060,H079,1300
32,T0060,美光九州株式会社,849,0902,佐賀県佐賀市久保泉町上和泉１８４８－１,1300,0,,1279,1,-,-,ﾄｰﾙ,,T0060,H084,1300
33,T0060,海野技研工業,421,0106,静岡県静岡市駿河区北丸子２－３８－２,200,0,,193,0,,-,無し,,T0060,H096,-
34,T0060,美野里真空株式会社,319,0107,茨城県小美玉市小岩戸１１７２,100,0,,100,0,,-,無し,,T0060,H143,-
35,T0060,株式会社　スギヤマ工業,424,0104,静岡県静岡市清水区草ヶ谷４８２番地,200,0,,193,0,,-,無し,,T0060,H155,-
36,T0060,伊坂化成株式会社　本社,420,0068,静岡県静岡市葵区田町３－９２－３,200,0,,193,0,,-,無し,,T0060,H156,-
37,T0060,川口真空株式会社,300,0061,茨城県常総市古間木１７５３－５,50,0,,100,0,,-,新潟,,T0060,H158,-
38,T0060,株式会社　メサック,374,0123,群馬県邑楽郡板倉町大字飯野１３９,120,1,,150,1,,-,無し,,T0060,H160,-
39,T0060,株式会社　タカハシ工業,437,0213,静岡県周智郡森町睦実１１２３－７,250,0,,245,0,,-,無し,,T0060,H164,-
40,T0060,アオキトランス㈱興津ターミナル事務所,424,0206,静岡県静岡市清水区興津清見寺１３７５－１６,200,0,,193,0,,静岡,無し,y,T0060,PHT01,-
41,T0060,鈴与㈱清水支店,///,///,静岡県静岡市清水区築地町１２－６,200,0,,193,0,,静岡,無し,y,T0060,PHT02,-
42,T0060,株式会社　タミヤ,422,8021,静岡県静岡市駿河区小鹿1丁目63番地20号,200,0,,193,0,,静岡,無し,y,T0060,PHT03,-
43,T0060,㈱タミヤ,422,8021,静岡県静岡市駿河区小鹿1丁目63番地20号,200,0,,193,0,,静岡,無し,y,T0060,PHT06,-
44,T0060,鶴見倉庫㈱　大黒町倉庫　山崎様（鈴与）,230,0053,神奈川県横浜市鶴見区大黒町８－１,50,0,,100,0,,横浜,無し,y,T0060,TAD03,-
45,T0060,株式会社　日陸　横浜物流センター,230,0053,神奈川県横浜市鶴見区大黒町９－２,50,0,,100,0,,横浜,無し,y,T0060,TAD11,-
46,T0070,鵜飼塗料商事株式会社,452,0812,愛知県名古屋市西区玉池町１－４,400,0,,383,0,,-,ﾄｰﾙ,,T0070,,-
47,T0070,株式会社　セイコー電化工業所,501,2257,岐阜県山県市富永５３,450,0,,438,1,,-,無し,,T0070,H008,-
48,T0070,神村真空メッキ工業株式会社,489,0052,愛知県瀬戸市安戸町２１番地,400,0,,413,1,,-,無し,,T0070,H009,-
49,T0070,協和理化学工業株式会社,502,0005,岐阜県岐阜市岩崎６４６,450,0,,418,0,,-,無し,,T0070,H010,-
50,T0070,株式会社中部真空,470,0226,愛知県みよし市西一色町前原８６０番地１,400,0,,433,1,,-,無し,,T0070,H011,-
51,T0070,株式会社　杉浦木型製作所,473,0933,愛知県豊田市高岡町東浦４５番地,400,0,,370,1,,-,無し,,T0070,H012,-
52,T0070,アサヒ電子　株式会社,501,1106,岐阜県岐阜市石谷１１７７,450,0,,418,0,,-,無し,,T0070,H013,-
53,T0070,株式会社　玉善,448,0046,愛知県尾張旭市南栄町旭ヶ丘８４,400,0,,408,1,,-,無し,,T0070,H032,-
54,T0070,株式会社　アイアン・カウボーイ,435,0004,静岡県浜松市東区中野町６０１番地,300,0,,276,0,,-,無し,,T0070,H051,-
55,T0070,株式会社　三和真空工業所,485,0059,愛知県小牧市小木東２－１７６,400,0,,383,0,,-,無し,,T0070,H068,-
56,T0070,伊藤真空株式会社　本社,457,0843,愛知県名古屋市南区忠次１丁目８－２２,400,0,,383,0,,-,無し,,T0070,H074,-
57,T0070,伊藤真空株式会社　尾西工場,494,0006,愛知県一宮市起字用水東７,400,0,,404,1,,-,無し,,T0070,H075,-
58,T0070,澤政興業株式会社,460,0024,愛知県名古屋市中区正木２－１３－８,400,0,,383,0,,-,無し,,T0070,H087,-
59,T0070,守田屋塗料株式会社　三遠営業所,441,8123,愛知県豊橋市若松町若松３５７－６,360,0,,314,0,,-,無し,,T0070,H088,-
60,T0070,株式会社　アーク　名古屋支店,470,0111,愛知県日進市米野木町南山５００－３０,400,0,,423,1,,-,無し,,T0070,H090,-
61,T0070,株式会社アーク　富士吉田工場　資材部,403,0002,山梨県富士吉田市小明見４２５２,200,1,,211,1,,-,無し,,T0070,H092,-
62,T0070,株式会社　タカハシ工業,437,0213,静岡県周智郡森町睦実１１２３－７,250,0,,245,0,,-,無し,,T0070,H104,-
63,T0070,株式会社　丸紅塗料店,504,0038,岐阜県各務原市那加大門町２－４３,450,0,,434,1,,-,無し,,T0070,H112,-
64,T0070,広陽商工株式会社,486,0955,愛知県春日井市二子町2-1-7,400,0,,383,0,,-,無し,,T0070,H114,-
65,T0070,有限会社　名和スクリーン,463,0037,愛知県名古屋市守山区天子田２－２２０,400,0,,383,0,,-,無し,,T0070,H121,-
66,T0070,イトウスパッタリング株式会社,490,1202,愛知県あま市富塚向１４,400,0,,383,0,,-,無し,,T0070,H138,-
67,T0070,神村真空メッキ工業株式会社　埼玉工場,350,1265,埼玉県日高市原宿７７０,70,0,,100,0,,-,無し,,T0070,H140,-
68,T0070,株式会社　ＭＫコーポレーション,497,0033,愛知県海部郡蟹江町大字蟹江本町,400,0,,383,0,,-,無し,,T0070,H147,-
69,T0070,株式会社　セノオ,497,0034,愛知県海部郡蟹江町本町１－４１－１,400,0,,383,0,,-,無し,,T0070,H148,-
70,T0070,株式会社コートテック　中川事務所,224,0015,神奈川県横浜市都筑区牛久保西２－１－３３,50,0,,120,0,,-,無し,,T0070,H149,-
71,T0070,株式会社　三幸電化工業所,486,0906,愛知県春日井市下屋敷町知光院４４－１０,400,0,,383,0,,-,無し,,T0070,H150,-
72,T0070,株式会社　川口スプリング製作所,329,2213,栃木県塩谷郡塩谷町大字熊ノ木１３５６,170,0,,156,1,,-,無し,,T0070,H151,-
73,T0070,株式会社　ダイテック,448,0006,愛知県刈谷市西境町前山9-1,400,0,,364,1,,-,無し,,T0070,H161,-
74,T0070,株式会社　ミツモト,599,8243,大阪府堺市中区見野山１１３－４,600,0,,594,0,,-,無し,,T0070,H168,-
75,T0070,株式会社　春日井化成工業所　南工場,457,0841,愛知県名古屋市南区豊田３丁目１８番地３０,400,0,,383,0,,-,無し,,T0070,H170,-
76,T0070,シブヤメッキ,444,0524,愛知県西尾市吉良町荻原川中４８－２,400,0,,375,1,,-,無し,,T0070,H178,-
77,T0070,株式会社　アーク　富士吉田工場,403,0018,山梨県富士吉田市向原２－１２－８,200,1,,211,1,,-,無し,,T0070,H183,-
78,T0070,北川塗料株式会社,473,0907,愛知県豊田市竜神町東名４７,400,0,,370,1,,-,無し,,T0070,H185,-
79,T0080,オーウェル株式会社,460,0026,愛知県名古屋市中区伊勢山１－４－１,400,0,,383,0,,-,無し,,T0080,,-
80,T0080,有限会社　稲垣産業,507,0048,岐阜県多治見市池田町８－２０,400,1,,411,1,,-,無し,,T0080,H095,-
81,T0081,オーウェル㈱尾道・福山営業所,729,0141,広島県尾道市高須町１２３１－１,850,1,,823,1,,-,無し,,T0081,,-
82,T0081,福山合成株式会社,270,1147,広島県福山市駅家町向永谷１１２５,850,0,,804,0,,-,無し,,T0081,H076,-
83,T0082,オーウェル㈱　広島営業所,730,0029,広島県広島市中区三川町７－７,950,0,,908,0,,-,無し,,T0082,,-
84,T0083,オーウェル株式会社　群馬営業所,373,0847,群馬県太田市西新町１２－２５,120,1,,135,1,,-,無し,,T0083,,-
85,T0083,株式会社　森谷真空,252,0823,神奈川県藤沢市菖蒲沢６８,100,0,,126,1,,-,無し,,T0083,H067,-
86,T0083,株式会社森谷真空　塚越工場,212,0024,神奈川県川崎市幸区塚越3丁目415番地,50,0,,100,0,,-,無し,,T0083,H120,-
87,T0083,株式会社　スリードリーム,350,2203,埼玉県鶴ヶ島市大字上広谷４２７－１,70,0,,100,0,,-,無し,,T0083,H142,-
88,T0100,有限会社　柏　真空,277,0872,千葉県柏市十余二２０８－１２,50,0,,100,0,,-,無し,,T0100,,-
89,T0100,美野里真空株式会社,319,0107,茨城県小美玉市小岩戸１１７２,100,0,,100,0,,-,無し,,T0100,H014,-
90,T0100,美野里真空株式会社,319,0107,茨城県小美玉市小岩戸１１７２,100,0,,100,0,,-,無し,,T0100,H034,-
91,T0100,有限会社　青木製作所,377,0007,群馬県渋川市石原１５５８－１,170,1,,149,1,,-,無し,,T0100,H036,-
92,T0100,株式会社　マスニ,292,0212,千葉県木更津市真里１８４０,50,1,,190,1,,-,無し,,T0100,H144,-
93,T0100,株式会社　奈良原産業,370,0614,群馬県邑楽郡邑楽町大字赤塚４１２７－２,120,1,,140,1,,-,無し,,T0100,H146,-
94,T0100,有限会社　新正加工,370,3607,群馬県北群馬郡吉岡町小倉６９５－７１,170,1,,109,0,,-,ﾄｰﾙ,,T0100,H152,-
95,T0110,京葉真空株式会社,272,0035,千葉県市川市新田２－１－１５,50,0,,0,0,,-,無し,,T0110,,-
96,T0130,川口真空株式会社,300,2724,茨城県常総市古間木１７５３－５,50,0,,100,0,,-,新潟,,T0130,,-
97,T0140,相模塗装株式会社,254,0016,神奈川県平塚市東八幡５－１０－２,100,0,,100,0,,-,無し,,T0140,,-
98,T0250,東京リッチ産業株式会社,334,0061,埼玉県川口市新堀１３２－１１,50,0,,100,0,,-,無し,,T0250,,-
99,T0250,東京リッチ産業株式会社,334,0062,埼玉県川口市榛松１８５２－１,50,0,,100,0,,-,無し,,T0250,H180,-
100,T0320,美野里真空株式会社,319,0107,茨城県小美玉市小岩戸１１７２,100,0,,100,0,,-,無し,,T0320,,-
101,T0320,有限会社　柏真空,277,0872,千葉県柏市十余二２０８－１２,50,0,,100,0,,-,無し,,T0320,H109,-
102,T0330,有限会社青木製作所,377,0007,群馬県渋川市石原１５５８－１,170,1,,149,1,,-,無し,,T0330,,-
103,T0330,ＤＢＣ株式会社,343,0023,埼玉県越谷市東越谷６－１２２－１,50,0,,100,0,,-,無し,,T0330,H049,-
104,T0340,有限会社カネコ真空,224,0023,神奈川県横浜市都筑区東山田４－３９－１６,50,0,,120,0,,-,無し,,T0340,,-
105,T0360,株式会社　光輝社,211,0053,神奈川県川崎市中原区上小田中６－８－１８,50,0,,120,0,,-,無し,,T0360,,-
106,T0360,有限会社　カネコ真空,224,0023,神奈川県横浜市都筑区東山田４－３９－１６,50,0,,120,0,,-,無し,,T0360,H052,-
107,T0361,株式会社　光輝社　焼津製作所,425,0087,静岡県焼津市保福島５６９,200,0,,230,0,,-,新潟,,T0361,,-
108,T0362,株式会社　光輝社　芙蓉工場,425,0033,静岡県焼津市小川３５５８,200,0,,230,0,,-,無し,,T0362,,-
109,T0370,三栄産業株式会社,222,0001,神奈川県横浜市港北区樽町４－１８－３０,50,0,,120,0,,-,無し,,T0370,,-
110,T0410,有限会社　新正加工,370,3607,群馬県北群馬郡吉岡町小倉６９５－７１,170,1,,109,0,,-,ﾄｰﾙ,,T0410,,-
111,T0470,ノグチ真空株式会社,311,2215,茨城県鹿嶋市和３６８,130,0,,72,0,,-,ﾄｰﾙ,,T0470,,-
112,T0470,旭　真空株式会社,311,1537,茨城県鉾田市紅葉６９３,130,0,,112,1,,-,新潟,,T0470,H041,-
113,T0470,旭真空株式会社,311,1537,茨城県鉾田市紅葉６９３,130,0,,112,1,,-,新潟,,T0470,H086,-
114,T0470,美野里真空株式会社,319,0107,茨城県小美玉市小岩戸１１７２,100,0,,100,0,,-,無し,,T0470,H108,-
115,T0491,株式会社　ヒダン　外装チーム,274,0052,千葉県船橋市鈴身町６０６番地１１,50,0,,0,0,,-,無し,,T0491,,-
116,T0492,株式会社　ヒダン　購買課,274,0052,千葉県船橋市鈴身町６０６番地１１,50,0,,0,0,,-,無し,,T0492,,-
117,T0493,有限会社　上原電装,131,0042,東京都墨田区東墨田２－２１－５,50,0,,100,0,,-,無し,,T0493,,-
118,T0510,草加真空工芸有限会社,343,0802,埼玉県越谷市小曽川字神前５６０－１,50,0,,100,0,,-,無し,,T0510,,-
119,T0520,有限会社　ダイシン,362,0066,埼玉県上尾市領家１２,60,0,,100,0,,-,無し,,T0520,,-
120,T0530,株式会社　太閣産業,371,0856,群馬県前橋市総社町高井１１４－１,160,1,,109,0,,-,無し,,T0530,,-
121,T0550,株式会社　ビナック,306,0641,茨城県坂東市鵠戸１２２８,110,1,,136,1,,-,無し,,T0550,,-
122,T0560,株式会社　ビューテック,400,0851,山梨県甲府市住吉４－９－８,200,1,,151,0,,-,無し,,T0560,,-
123,T0570,有限会社　不二真空工業,339,0027,埼玉県岩槻市大字尾ヶ崎２１１３,50,0,,100,0,,-,無し,,T0570,,-
124,T0580,ヘイワテクノ株式会社,370,1201,群馬県高崎市倉賀野２６６０,160,1,,109,0,,-,無し,,T0580,,-
125,T0600,株式会社　横浜真空　本社工場,230,0071,神奈川県横浜市鶴見区駒岡１－２８－４３,50,0,,100,0,,-,無し,,T0600,,-
126,T0600,岩崎電気株式会社　技術研究所,361,0021,埼玉県行田市富士見町１－２０,100,0,,110,1,,-,無し,,T0600,H107,-
127,T0610,株式会社　吉田塗装所,321,0202,栃木県下都賀郡壬生町,170,0,,156,1,,-,無し,,T0610,,-
128,T0740,三友電化株式会社,124,0012,東京都葛飾区立石２－８－４,50,0,,100,0,,-,無し,,T0740,,-
129,T0750,株式会社　ダイコウー,334,0074,埼玉県川口市江戸１－１６－４３,50,0,,100,0,,-,無し,,T0750,,-
130,T0760,株式会社　エフグッズ,124,0011,東京都葛飾区四つ木４－１３－１４,50,0,,100,0,,-,無し,,T0760,,-
131,T0770,有限会社　滝沢鍍金工業所,123,0025,東京都江戸川区松江４－２２－１８,50,0,,100,0,,-,無し,,T0770,,-
132,T0800,東洋鍍金株式会社,063,0834,北海道札幌市西区発寒１４条,1200,1,,1071,0,,-,無し,,T0800,,-
133,T0800,東洋鍍金株式会社　第２工場,063,0836,北海道札幌市西区発寒16条14丁目-6-60,1200,1,,1071,0,,-,無し,,T0800,H116,-
134,T0820,有限会社　橋本塗装工芸,174,0063,東京都板橋区前野町３－５０,50,0,,100,0,,-,無し,,T0820,,-
135,T0870,株式会社　石井電機製作所,255,0005,神奈川県中郡大磯町西小磯２３５,100,0,,100,0,,-,無し,,T0870,,-
136,T0950,株式会社　山口プレスセンター,272,0014,千葉県市川市田尻１－１０－２１,50,0,,0,0,,-,無し,,T0950,,-
137,T1031,スタンレー電気株式会社　秦野製作所,257,8555,神奈川県秦野市曽屋４００,100,0,,100,0,,-,無し,,T1031,,-
138,T1031,スタンレー電気㈱秦野四輪工場,257,8555,神奈川県秦野市曽屋４００,100,0,,100,0,,-,無し,,T1031,H001,-
139,T1031,スタンレー電気株式会社 秦野四輪工場,257,8555,神奈川県秦野市曽屋４００,100,0,,100,0,,-,無し,,T1031,H002,-
140,T1031,スタンレー電気株式会社 秦野四輪工場,257,8555,神奈川県秦野市曽屋４００,100,0,,100,0,,-,無し,,T1031,H003,-
141,T1031,スタンレー電気㈱　秦野四輪工場,257,8555,神奈川県秦野市曽屋４００,100,0,,100,0,,-,無し,,T1031,H004,-
142,T1031,箭内硝子㈱,,,東京都江東区亀戸4-44-14,50,0,,100,0,,-,無し,,T1031,H037,-
143,T1031,株式会社　光輝社,211,0053,神奈川県川崎市中原区上小田中,50,0,,120,0,,-,無し,,T1031,H050,-
144,T1031,日本エイアンドエル株式会社,592,8501,大阪府高石市高砂１丁目６番,600,0,,594,0,,-,無し,,T1031,H053,-
145,T1031,箭内硝子株式会社　郡山工場,963,0551,福島県郡山市喜久田町,300,1,,241,0,,-,無し,,T1031,H054,-
146,T1031,スタンレー電気株式会社　秦野四輪工場,257,8555,神奈川県秦野市曽屋４００,100,0,,100,0,,-,無し,,T1031,H073,-
147,T1031,スタンレー電気株式会社　秦野四輪工場,257,8555,神奈川県秦野市曽屋４００,100,0,,100,0,,-,無し,,T1031,H110,-
148,T1031,富士産業株式会社,421,0412,静岡県牧ノ原市坂部３２２８番地,250,0,,280,1,,-,無し,,T1031,H113,-
149,T1031,有限会社　金原塗装工場,433,8104,静岡県浜松市北区東三方町２９５－１,300,0,,276,0,,-,無し,,T1031,H125,-
150,T1031,有限会社　駿河産業,223,0056,神奈川県横浜市港北区新吉田町6088,50,0,,120,0,,-,無し,,T1031,H135,-
151,T1031,有限会社カネコ真空,224,0023,神奈川県横浜市都筑区東山田４－３９－１６,50,0,,120,0,,-,無し,,T1031,H182,-
152,T1031,有限会社　三浦工業所,446,0004,愛知県安城市尾崎町北屋敷５８－１,400,0,,354,0,,-,新潟,,T1031,H184,-
153,T1032,スタンレー電気株式会社　広島工場,739,0266,広島県東広島市志和町奥屋１８６６,950,0,,863,1,,-,無し,,T1032,,-
154,T1032,美光産業株式会社,421,1121,静岡県藤枝市岡部町岡部２２０９－１８,200,0,,230,0,,-,無し,,T1032,H007,-
155,T1032,福山合成株式会社　東広島工場,739,0267,広島県東広島市志和町大字別府８２７,950,0,,863,1,,-,ﾄｰﾙ,,T1032,H014,-
156,T1032,大宝九州㈱　　大牟田工場,836,0835,福岡県大牟田市西宮浦町132-3,1250,0,,1291,2,-,-,無し,,T1032,H039,1300
157,T1032,スタンレー電気株式会社 広島工場,739,0145,広島県東広島市八本松町宗吉３６５,950,0,,863,1,,-,無し,,T1032,H062,-
158,T1032,福山合成株式会社,720,1147,広島県福山市駅家町向永谷１１２５,850,0,,804,0,,-,無し,,T1032,H085,-
159,T1032,株式会社　豊洋メット,879,0614,大分県豊後高田市大字来縄２７３６－１,1200,0,,1224,2,-,-,無し,,T1032,H089,1300
160,T1032,三光合成株式会社,437,1434,静岡県掛川市下土方３５６０,250,0,,245,0,,-,無し,,T1032,H100,-
161,T1032,新谷製作所株式会社,739,0266,広島県東広島市志和町奥屋１３７２,950,0,,863,1,,-,無し,,T1032,H101,-
162,T1032,株式会社　萬松,879,0124,大分県中津市大字田尻崎１２－２,1200,0,,1195,1,-,-,無し,,T1032,H159,1200
163,T1034,スタンレー電気株式会社　熊本工場,896,1503,熊本県阿蘇郡白水村大字吉田２１１１,1400,0,,1407,2,-,-,無し,,T1034,,1400
164,T1034,株式会社　白水ＤＨＣ,869,1503,熊本県阿蘇郡南阿蘇村吉田２１１１,1400,0,,1407,2,-,-,ﾄｰﾙ,,T1034,H020,1400
165,T1035,スタンレー電気株式会社　本社,153,8636,東京都目黒区中目黒２－９－１３,50,1,,100,0,,-,無し,,T1035,,-
166,T1037,スタンレー電気株式会社　岡崎製作所,444,3698,愛知県岡崎市牧平町字岩田３－３３,360,0,,354,0,,-,新潟,,T1037,,-
167,T1037,株式会社　三光合成,437,1434,静岡県掛川市下土方３５６０,250,0,,245,0,,-,無し,,T1037,H005,-
168,T1037,株式会社　不二蒸着,421,0302,静岡県榛原郡吉田町川尻９６５－３,250,0,,230,0,,-,無し,,T1037,H015,-
169,T1037,欣電株式会社　若林工場,432,8051,静岡県浜松市若林町２１３５－１,300,0,,276,0,,-,無し,,T1037,H021,-
170,T1037,サカック(株）本社工場,,,愛知県岡崎市中伊西町字早稲田８,360,0,,354,0,,-,新潟,,T1037,H022,-
171,T1037,有限会社　河合工業,444,3601,愛知県岡崎市石原町字栗木野５２－３,360,0,,354,0,,-,新潟,,T1037,H023,-
172,T1037,東洋理工株式会社,444,1164,愛知県安城市藤井町南山１７８,400,0,,354,0,,-,新潟,,T1037,H025,-
173,T1037,有限会社　三浦工業所,446,0004,愛知県安城市尾崎町北屋敷５８－１,400,0,,354,0,,-,新潟,,T1037,H026,-
